decimalLatitude,decimalLongitude,year
-37.4006,144.1576,2004
-37.4958,144.2186,2004
-37.5298,144.3236,2004
-37.4243,144.5545,2004
-37.3783,144.6097,2004
-38.5703,146.3069,2004
-38.5417,146.3194,2004
-38.5431,146.3194,2004
-38.4239,146.5869,2004
-38.3700,146.2044,2004
-38.4403,146.5167,2004
-37.8308,145.9906,2004
-38.2819,146.0033,2004
-38.2856,145.9681,2004
-37.7525,145.8392,2004
-41.1742,146.0511,2004
-41.4367,147.6131,2004
-41.4150,147.6464,2004
-41.1758,146.0464,2004
-41.5669,145.6833,2004
-41.5369,146.5283,2004
-36.9106,145.9583,2004
-37.4856,145.8289,2004
-37.3886,146.2083,2004
-36.9061,146.3139,2004
-36.7539,146.5764,2004
-36.9289,147.3039,2004
-36.7103,147.1172,2004
-36.7231,146.9350,2004
-37.5958,147.8906,2004
-37.4611,147.7981,2004
-37.6367,147.2358,2004
-37.6672,148.0669,2004
-37.3847,147.2150,2004
-37.6514,148.0994,2004
-37.4953,146.6994,2004
-37.4783,146.7089,2004
-37.7928,146.9378,2004
-37.4994,146.6811,2004
-38.0128,146.4428,2004
-37.9306,146.3878,2004
-37.9306,146.3772,2004
-41.1128,146.0556,2004
-41.1275,146.0697,2004
-37.6778,145.7422,2004
-37.6769,145.7425,2004
-37.6525,145.7306,2004
-38.2644,146.0742,2004
-38.2842,146.0689,2004
-38.4144,146.5708,2004
-38.3989,146.5844,2004
-38.4031,146.5758,2004
-37.8728,145.8133,2004
-41.2261,147.8831,2005
-41.3739,148.0619,2005
-41.3428,148.0331,2005
-41.2286,147.8878,2005
-41.3214,148.1997,2005
-41.4381,148.1481,2005
-41.5975,148.2764,2005
-41.7672,146.8181,2005
-41.2867,147.2464,2005
-41.3714,148.0572,2005
-38.2427,146.0928,2005
-38.2444,146.0917,2005
-38.2456,146.2722,2005
-38.2411,146.2163,2005
-38.2425,146.2150,2005
-38.1453,146.3564,2005
-38.2266,146.2380,2005
-38.2272,146.1486,2005
-38.2389,146.1594,2005
-38.2267,146.1481,2005
-38.3642,146.1931,2005
-38.2372,146.1144,2005
-38.2742,146.0508,2005
-38.2961,146.0292,2005
-38.2706,145.9817,2005
-38.2836,145.8822,2005
-38.2558,146.2556,2005
-38.2789,146.2719,2005
-38.3072,146.2856,2005
-38.3289,146.2897,2005
-38.3306,146.2875,2005
-38.3728,146.0656,2005
-42.0256,147.7817,2005
-38.1339,146.1917,2005
-38.1097,146.1708,2005
-38.2483,146.0906,2005
-38.3661,146.1847,2005
-38.2636,146.0892,2005
-38.2369,146.0728,2005
-38.4247,146.5883,2005
-38.2275,146.1456,2005
-38.2300,146.1439,2005
-38.2311,146.1450,2005
-38.2319,146.1444,2005
-38.2372,146.0969,2005
-38.2433,146.0953,2005
-38.2442,146.0953,2005
-38.2444,146.0925,2005
-38.2483,146.0919,2005
-38.2503,146.0869,2005
-38.2506,146.0878,2005
-38.1933,146.2589,2005
-38.2317,146.1614,2005
-38.2261,146.1772,2005
-38.2472,146.1264,2005
-38.2478,146.1222,2005
-38.2150,146.2089,2005
-38.2172,146.2078,2005
-38.4331,146.4928,2005
-38.2325,146.0683,2005
-38.2325,146.0686,2005
-38.4356,146.4917,2005
-41.1228,145.0006,2005
-41.1539,145.0281,2005
-41.1564,145.0242,2005
-41.1439,145.0181,2005
-42.2800,146.6417,2005
-42.2806,146.6281,2005
-42.3058,146.6561,2005
-42.3225,146.7136,2005
-42.2419,146.5639,2005
-42.2486,146.5628,2005
-42.2794,146.6319,2005
-42.2800,146.6411,2005
-41.2378,146.2794,2005
-41.5733,147.2378,2005
-41.5850,147.2100,2005
-41.1747,146.0322,2005
-41.2378,147.5469,2005
-41.2478,147.5183,2005
-37.1119,142.1136,2005
-37.1125,142.1161,2005
-37.1836,142.5083,2005
-37.1142,142.4097,2005
-37.1489,142.4750,2005
-37.2253,142.5608,2005
-37.1456,142.5025,2005
-38.4872,144.8872,2005
-37.2889,143.0917,2005
-37.3097,143.0897,2005
-38.4761,144.9325,2005
-37.1947,142.5214,2005
-37.2897,143.0917,2005
-37.1483,142.4511,2005
-37.1058,142.1169,2005
-37.2600,142.5683,2005
-37.2900,142.5919,2005
-35.3116,149.2268,2005
-35.6847,149.4367,2005
-35.7419,149.2692,2005
-35.7581,149.2731,2005
-41.4778,146.8300,2006
-41.4789,146.8336,2006
-38.4247,146.5889,2006
-38.4478,146.5336,2006
-38.4422,146.4833,2006
-38.4128,146.5728,2006
-38.2131,146.2075,2006
-38.2047,146.2350,2006
-38.3114,146.2811,2006
-38.2389,146.1119,2006
-38.2194,146.2072,2006
-38.2278,146.1408,2006
-38.2289,146.1400,2006
-38.2447,146.1289,2006
-38.2517,146.1064,2006
-38.2817,146.0328,2006
-38.2728,146.0500,2006
-38.2319,146.1444,2006
-38.4528,146.3869,2006
-38.3997,146.2717,2006
-38.3992,146.3044,2006
-38.3686,146.3281,2006
-38.3275,146.4664,2006
-38.3606,146.3889,2006
-38.3614,146.3889,2006
-37.6556,148.5144,2006
-37.4336,148.5964,2006
-37.6406,148.7233,2006
-37.6481,148.7078,2006
-37.6297,148.8875,2006
-37.5156,149.3069,2006
-37.5682,149.2743,2006
-37.7992,148.6706,2006
-37.2386,149.1736,2006
-37.3069,149.1658,2006
-36.9572,149.3119,2006
-37.1278,149.4578,2006
-37.1908,149.5997,2006
-37.2067,149.6511,2006
-37.1344,149.3400,2006
-37.5708,148.9636,2006
-37.2950,149.8225,2006
-37.3989,149.8217,2006
-37.4150,149.8158,2006
-38.4775,144.8933,2007
-42.2144,147.7528,2007
-42.2172,147.7500,2007
-38.2067,141.8336,2007
-38.2003,142.0300,2007
-38.1844,142.0114,2007
-38.1964,142.0119,2007
-38.2372,142.0697,2007
-38.2378,142.0714,2007
-38.1919,142.3828,2007
-38.1933,142.3828,2007
-38.3900,142.8350,2007
-41.5528,148.2175,2007
-41.5589,148.2097,2007
-41.5589,148.2103,2007
-41.5594,148.2119,2007
-38.0644,142.0886,2007
-38.1989,142.0492,2007
-38.2061,142.0375,2007
-38.2378,142.0781,2007
-38.2928,142.4847,2007
-38.2653,142.2503,2007
-38.1936,142.3831,2007
-38.2703,142.6731,2007
-38.2825,142.6639,2007
-38.2833,142.6633,2007
-38.3928,142.8356,2007
-37.9914,141.4272,2007
-38.2058,141.7014,2007
-38.2058,141.7300,2007
-37.9328,141.2953,2007
-37.8486,141.0147,2007
-42.2106,146.1306,2007
-41.2261,146.3014,2007
-38.1381,141.8694,2007
-38.1400,141.8694,2007
-38.0664,142.0833,2007
-38.2797,142.6664,2007
-38.2853,142.6614,2007
-38.2664,142.4669,2007
-38.3164,142.3672,2007
-38.3236,142.3661,2007
-38.1986,142.0269,2007
-38.2050,142.0958,2007
-38.2361,142.0700,2007
-38.2375,142.0711,2007
-38.2333,142.0197,2007
-38.1939,142.3789,2007
-38.1939,142.3808,2007
-38.1947,142.3842,2007
-38.1592,142.0600,2007
-37.9197,142.0450,2007
-37.9200,142.0250,2007
-37.9200,142.0414,2007
-37.9200,142.0481,2007
-37.8994,142.0661,2007
-37.9006,142.0628,2007
-38.2064,141.8333,2007
-37.5869,141.2908,2007
-37.5903,141.2308,2007
-37.7128,140.7761,2007
-37.6386,141.2683,2007
-37.7003,140.7861,2007
-37.1775,145.1797,2007
-37.1919,145.1808,2007
-37.1833,145.1778,2007
-37.4125,145.1697,2007
-37.4269,145.1472,2007
-37.3322,145.2461,2007
-37.4736,145.2328,2007
-37.3914,145.1706,2007
-41.6789,146.3814,2007
-41.6597,146.3158,2007
-32.0886,151.5961,2007
-32.0622,151.5772,2007
-32.4536,152.1022,2007
-40.9572,144.9806,2008
-38.2178,146.8814,2008
-38.1892,146.8186,2008
-37.4703,146.7289,2008
-37.4922,146.7000,2008
-38.4469,146.5383,2008
-41.1736,146.0517,2008
-41.1167,146.0792,2008
-40.8089,144.8306,2008
-40.8128,144.8314,2008
-40.9786,144.9431,2008
-41.4192,147.3406,2008
-41.2031,146.7058,2008
-41.3689,145.5781,2008
-42.0097,147.8519,2008
-41.1165,146.0794,2008
-41.6311,148.2403,2008
-41.1147,148.1525,2008
-41.1806,146.3672,2008
-41.1914,146.3653,2008
-41.7239,146.1769,2008
-42.1408,146.8933,2008
-42.8622,147.1575,2008
-43.4081,146.8706,2008
-43.5278,146.8875,2008
-43.1094,147.8931,2008
-43.1450,147.9486,2008
-43.1458,147.9531,2008
-42.7083,147.8417,2008
-42.0822,146.7650,2008
-42.1281,146.2553,2008
-42.7525,146.5233,2008
-42.7628,146.5461,2008
-41.8108,145.4136,2008
-41.8972,145.3989,2008
-42.2108,146.1314,2008
-42.1544,145.4344,2008
-41.1706,146.0561,2008
-17.2539,145.6400,2008
-17.2908,145.6333,2008
-17.2833,145.6289,2008
-17.6278,145.4672,2009
-17.6294,145.4675,2009
-17.3642,145.4128,2009
-17.6125,145.4736,2009
-17.5339,145.5325,2009
-17.4542,145.4519,2009
-17.3786,145.2969,2009
-17.3875,145.3319,2009
-17.4511,145.4125,2009
-17.5753,145.4747,2009
-17.5328,145.5150,2009
-17.4467,145.4764,2009
-42.0044,147.7936,2009
-42.0511,147.8558,2009
-34.6778,150.2950,2009
-34.6475,150.4756,2009
-34.6536,150.3953,2009
-34.6586,150.3917,2009
-34.6606,150.3203,2009
-34.5419,149.3956,2009
-34.7822,149.2689,2009
-34.4939,149.4178,2009
-34.6356,150.5583,2009
-34.6186,150.7106,2009
-34.6306,150.7028,2009
-34.5925,150.5969,2009
-41.3489,147.3764,2009
-41.3519,147.3881,2009
-41.3528,147.3883,2009
-41.3544,147.3903,2009
-41.3558,147.3919,2009
-41.3581,147.3936,2009
-41.3592,147.3944,2009
-41.3603,147.3939,2009
-40.9269,145.5750,2009
-41.2264,146.3019,2009
-41.0883,145.6031,2009
-41.1003,145.5897,2009
-41.1183,145.5658,2009
-41.0494,145.5886,2009
-41.0475,145.5919,2009
-41.0481,145.5906,2009
-41.0544,145.5839,2009
-41.0558,145.5822,2009
-41.0603,145.5811,2009
-41.0653,145.5789,2009
-41.0667,145.5806,2009
-41.0550,145.4922,2009
-41.0517,145.5311,2009
-41.0522,145.5306,2009
-41.0058,145.5978,2009
-40.9969,145.6033,2009
-41.0300,145.5825,2009
-41.0006,145.6481,2009
-41.0308,145.5814,2009
-41.0325,145.5508,2009
-41.0411,145.5792,2009
-41.0433,145.5789,2009
-41.0100,145.5825,2009
-41.0103,145.5925,2009
-41.0208,145.5650,2009
-41.6406,148.2422,2009
-41.5469,148.2311,2009
-41.5572,148.2067,2009
-42.6036,147.8858,2009
-42.4508,147.8761,2009
-42.4547,147.8928,2009
-42.4639,147.9156,2009
-41.3550,145.6797,2009
-41.3600,145.6789,2009
-40.8783,145.4475,2009
-40.9478,144.8203,2009
-40.9039,144.7161,2009
-40.7806,144.8839,2009
-41.2419,145.6919,2009
-41.2469,145.6667,2009
-41.2611,145.7372,2009
-41.4189,145.6647,2009
-41.4511,145.6219,2009
-41.1947,145.7903,2009
-41.4694,145.6281,2009
-41.4825,145.6358,2009
-41.5264,145.6608,2009
-41.5461,145.6683,2009
-41.5631,145.6886,2009
-41.5750,145.6842,2009
-41.1531,145.6197,2009
-41.1392,145.6331,2009
-41.1728,145.6161,2009
-41.1764,145.5194,2009
-41.1775,145.4969,2009
-41.1858,145.5811,2009
-41.1933,145.6403,2009
-41.1725,145.6992,2009
-41.0519,145.7683,2009
-41.1428,145.6986,2009
-41.1008,145.6483,2009
-40.7494,144.8781,2009
-40.9808,145.7067,2009
-41.2419,145.6781,2009
-41.2433,145.6900,2009
-41.2447,145.6711,2009
-41.2450,145.6728,2009
-41.2450,145.6881,2009
-41.2467,145.6850,2009
-41.1947,145.7100,2009
-41.1786,145.7436,2009
-41.2194,145.7164,2009
-41.3131,145.9544,2009
-41.2542,145.8636,2009
-41.1961,145.9050,2009
-40.9797,145.7067,2009
-41.4611,145.6483,2009
-41.4633,145.6558,2009
-41.4661,145.6642,2009
-41.4822,145.6022,2009
-41.4906,145.5722,2009
-41.4653,145.3956,2009
-41.4703,145.3486,2009
-41.2283,145.6172,2009
-41.2908,145.5825,2009
-40.7389,144.7453,2009
-40.7556,144.7719,2009
-40.7822,144.8219,2009
-41.3789,145.6389,2009
-41.4917,145.6747,2009
-41.4992,145.6586,2009
-41.4608,145.6233,2009
-43.3986,147.2997,2009
-43.3992,147.2981,2009
-43.3992,147.3022,2009
-43.3997,147.2944,2009
-41.0394,145.3756,2009
-40.9225,145.3261,2009
-41.0464,145.1864,2009
-41.0558,145.1883,2009
-41.2892,146.2522,2009
-41.2067,146.2019,2009
-41.0944,144.9811,2009
-41.1625,146.0622,2010
-41.9767,147.6536,2010
-40.9269,145.5750,2010
-41.1739,146.0514,2010
-41.3608,147.3944,2010
-41.9483,147.8814,2010
-41.0892,145.6903,2010
-41.1986,146.0722,2010
-31.7031,150.0219,2010
-31.7181,150.0125,2010
-31.7286,149.9825,2010
-31.7367,150.0200,2010
-31.7433,150.0828,2010
-31.5111,149.4250,2010
-31.2725,149.0758,2010
-30.2817,150.1344,2010
-30.2822,150.1711,2010
-30.2825,150.1514,2010
-31.5344,148.9250,2010
-41.5411,145.8228,2010
-41.5308,145.9072,2010
-41.5369,145.9075,2010
-41.5492,145.9008,2010
-41.5528,145.8997,2010
-41.5536,145.8942,2010
-41.5556,145.9014,2010
-40.9514,144.9822,2010
-40.9572,144.9808,2010
-40.9539,144.6933,2010
-40.8142,145.2414,2010
-40.9178,144.6611,2010
-40.9031,144.7167,2010
-40.9367,144.6483,2010
-40.9403,144.6586,2010
-40.9422,144.6625,2010
-40.9614,144.8544,2010
-40.9175,144.7883,2010
-40.9733,144.7678,2010
-40.9897,144.7819,2010
-40.9508,144.7981,2010
-40.9517,144.8156,2010
-41.4194,145.6658,2010
-40.8450,145.1533,2010
-40.8131,144.9881,2010
-40.8156,144.9847,2010
-41.1103,145.5558,2010
-41.1297,145.5617,2010
-41.1131,145.5778,2010
-41.1161,145.5628,2010
-41.1169,145.5572,2010
-41.1189,145.5658,2010
-41.1164,145.5294,2010
-41.0742,145.5917,2010
-41.0717,145.5578,2010
-41.0867,145.5664,2010
-41.1717,144.9292,2010
-41.1975,144.7742,2010
-41.1656,146.1472,2010
-40.9733,145.6128,2010
-40.9867,145.6467,2010
-40.9994,145.6239,2010
-41.0953,145.9706,2010
-40.8125,144.8292,2010
-40.8314,144.8144,2010
-40.7519,144.8792,2010
-40.7761,144.8833,2010
-40.8286,144.7919,2010
-41.4692,145.4311,2010
-34.9636,138.7125,2010
-35.0867,138.6631,2010
-34.9828,138.7775,2010
-41.4342,145.5872,2010
-41.4653,145.6256,2010
-40.9008,144.7308,2010
-40.9014,144.7292,2010
-40.9017,144.7258,2010
-40.9022,144.7239,2010
-40.9025,144.7217,2010
-40.8533,145.3658,2010
-40.9592,145.4903,2010
-40.9636,145.4847,2010
-40.9744,145.4614,2010
-41.7319,145.5300,2010
-41.7128,145.5928,2010
-41.7361,145.4464,2010
-41.6314,145.6325,2010
-40.9656,145.6047,2010
-40.9672,145.6036,2010
-40.9678,145.6089,2010
-40.9692,145.6039,2010
-40.9694,145.6053,2010
-40.9722,145.6072,2010
-40.9561,145.5964,2010
-41.2722,145.6003,2010
-41.2569,145.6061,2010
-41.3428,145.5517,2010
-41.2881,145.5703,2010
-41.3561,145.5956,2010
-41.3467,145.5906,2010
-41.3606,145.5822,2010
-40.9736,145.5886,2010
-41.1386,145.6578,2010
-41.1447,145.6675,2010
-40.9550,145.7228,2010
-41.4889,145.4933,2010
-41.2317,145.6119,2010
-41.0267,145.5761,2010
-41.0289,145.5847,2010
-41.0300,145.5822,2010
-40.7522,144.8789,2010
-34.9828,138.7772,2010
-34.9847,138.7783,2010
-34.9883,138.7747,2010
-34.9886,138.7769,2010
-34.9703,138.7506,2010
-34.9683,138.7783,2010
-35.2489,138.6842,2010
-41.3033,146.4586,2010
-41.3186,146.4642,2010
-41.3217,146.4667,2010
-41.0325,145.3772,2010
-40.9439,145.3603,2010
-40.9900,145.3794,2010
-41.5381,145.5697,2010
-41.5428,145.5611,2010
-41.0758,144.7444,2010
-41.0958,144.7311,2010
-41.0997,144.7406,2010
-41.4750,145.2533,2010
-41.2450,145.6039,2010
-41.2428,145.6131,2010
-41.2533,145.6072,2010
-41.0550,145.6203,2010
-41.0250,145.6056,2010
-41.0603,145.5964,2010
-41.0736,145.6197,2010
-41.0286,145.6339,2010
-41.0644,145.6083,2010
-41.0925,145.6108,2010
-41.2639,145.6053,2010
-41.2647,145.6047,2010
-41.2661,145.5986,2010
-41.2661,145.6000,2010
-41.2661,145.6022,2010
-41.2825,145.5933,2010
-41.3272,145.5689,2010
-41.3503,145.5814,2010
-28.6028,153.3822,2010
-28.6053,153.3669,2010
-28.6017,153.3728,2010
-28.5422,153.2925,2010
-28.5536,153.2789,2010
-28.6206,153.3669,2010
-28.5600,153.4875,2010
-28.5503,153.4972,2010
-28.6081,153.3842,2010
-41.1919,145.6694,2010
-41.1947,145.6558,2010
-41.2003,145.6511,2010
-41.2019,145.6683,2010
-41.2056,145.6586,2010
-41.1889,145.6850,2010
-41.1922,145.6694,2010
-41.2019,145.6756,2010
-41.2039,145.6656,2010
-41.2625,145.6794,2010
-41.2675,145.6364,2010
-41.2889,145.7017,2010
-41.3108,145.6681,2010
-41.3142,145.6528,2010
-41.3019,145.6536,2010
-41.3069,145.6753,2010
-41.3114,145.6572,2010
-41.3336,145.6436,2010
-41.2925,145.7039,2010
-41.0797,145.6217,2010
-41.0886,145.6264,2010
-41.0928,145.6283,2010
-41.1056,145.6550,2010
-41.0967,145.6356,2010
-41.1458,145.6917,2010
-41.1461,145.6808,2010
-41.1464,145.6794,2010
-41.1464,145.6886,2010
-41.1467,145.6872,2010
-41.1489,145.6886,2010
-41.1133,145.6289,2010
-28.5267,153.5506,2010
-41.2344,145.9322,2010
-41.2706,145.8539,2010
-41.3161,145.7922,2010
-41.2697,145.7936,2010
-41.2608,145.0225,2010
-41.1672,145.0697,2010
-40.9422,145.0908,2010
-41.3153,145.0869,2010
-41.2972,145.5597,2010
-41.3131,145.5442,2010
-41.2650,145.7003,2010
-41.2622,145.7147,2010
-41.1419,146.0608,2011
-41.4319,145.6967,2011
-41.4794,145.5725,2011
-41.2386,145.6600,2011
-41.2450,145.6636,2011
-41.2400,145.6417,2011
-41.2414,145.6497,2011
-41.2261,145.6272,2011
-41.2275,145.6308,2011
-41.2286,145.6222,2011
-41.2408,145.6278,2011
-41.4469,145.4456,2011
-41.3703,145.5789,2011
-40.9031,145.2844,2011
-40.9133,145.2344,2011
-40.9428,145.2400,2011
-40.9447,145.2439,2011
-41.0922,145.4511,2011
-41.1617,146.0633,2011
-40.7650,144.9797,2011
-40.8444,145.1047,2011
-41.9797,147.8589,2011
-41.9897,147.8572,2011
-41.0011,144.8728,2011
-40.9975,144.9539,2011
-41.0678,144.9322,2011
-41.0756,144.9731,2011
-41.0539,144.9022,2011
-41.0169,144.8675,2011
-41.0428,144.8700,2011
-41.0464,145.5944,2011
-41.0531,145.5914,2011
-41.0458,145.5925,2011
-41.0511,145.5881,2011
-41.0469,145.5886,2011
-41.0489,145.5875,2011
-41.0500,145.5867,2011
-41.0508,145.5856,2011
-37.2314,148.8050,2011
-37.2586,148.7339,2011
-37.3906,148.5969,2011
-37.7442,148.6486,2011
-38.5703,146.3056,2011
-41.0211,145.5894,2011
-41.0122,145.6106,2011
-41.0125,145.6122,2011
-41.0131,145.6089,2011
-41.1906,144.7494,2011
-41.2281,144.7328,2011
-41.2306,144.7611,2011
-41.2344,144.7408,2011
-41.1797,144.8806,2011
-41.1969,144.7722,2011
-41.1981,144.8000,2011
-41.1986,144.8078,2011
-41.2000,144.7778,2011
-41.2025,144.7769,2011
-41.2072,144.7772,2011
-41.2206,144.7733,2011
-41.2222,144.7719,2011
-41.2231,144.7711,2011
-41.2244,144.7700,2011
-41.2267,144.7692,2011
-41.2283,144.7678,2011
-41.2294,144.7661,2011
-41.2350,144.7600,2011
-41.2369,144.7639,2011
-41.2081,144.7686,2011
-41.2156,144.7744,2011
-41.1075,145.5811,2011
-41.1150,145.5717,2011
-41.1164,145.5775,2011
-41.1169,145.5706,2011
-41.1197,145.5711,2011
-41.0789,145.5683,2011
-41.0986,145.5711,2011
-41.1094,145.5797,2011
-41.1131,145.5747,2011
-41.1133,145.5761,2011
-41.1133,145.5769,2011
-41.1142,145.5736,2011
-41.1142,145.5789,2011
-41.1144,145.5731,2011
-41.0744,145.5878,2011
-41.0831,145.5867,2011
-41.0836,145.5881,2011
-41.0842,145.5911,2011
-41.1017,145.5833,2011
-41.1025,145.6006,2011
-41.2106,145.1283,2011
-41.2150,145.1261,2011
-41.2075,145.0419,2011
-41.2244,145.0294,2011
-41.2861,145.0411,2011
-41.3033,145.0608,2011
-41.2850,145.5042,2011
-41.2956,145.4975,2011
-41.3086,145.5111,2011
-41.2667,145.5322,2011
-41.3286,145.5272,2011
-41.1733,145.4569,2011
-41.1775,145.4561,2011
-41.2275,145.5556,2011
-41.2275,145.5597,2011
-41.2317,145.5625,2011
-41.2353,145.5658,2011
-41.2444,145.5736,2011
-41.2564,145.5783,2011
-41.2186,145.5569,2011
-40.9883,145.5603,2011
-41.0122,145.5603,2011
-41.0228,145.5642,2011
-41.0292,145.5561,2011
-41.0328,145.5503,2011
-41.0272,145.5761,2011
-41.0292,145.5825,2011
-41.0297,145.5814,2011
-41.0306,145.5833,2011
-41.1000,145.5917,2011
-41.1089,145.5967,2011
-41.0331,145.6028,2011
-41.1172,145.6253,2011
-41.5675,145.1922,2011
-41.6147,145.1350,2011
-41.6158,145.1417,2011
-41.6161,145.1325,2011
-41.4517,145.0817,2011
-41.5164,145.1042,2011
-41.6056,145.0919,2011
-41.3189,145.5972,2011
-41.3350,145.5650,2011
-41.3417,145.5517,2011
-41.3425,145.5519,2011
-41.3703,145.5742,2011
-41.4625,145.6261,2011
-41.4761,145.6314,2011
-41.4764,145.6322,2011
-41.0428,145.1267,2011
-41.0511,145.1772,2011
-41.0536,145.1508,2011
-41.0547,145.1939,2011
-41.2131,144.7753,2011
-41.2158,144.7742,2011
-41.2183,144.7736,2011
-41.2197,144.7731,2011
-41.2211,144.7728,2011
-41.2236,144.7711,2011
-41.2250,144.7692,2011
-41.2269,144.7694,2011
-41.1478,145.6789,2011
-41.1478,145.6792,2011
-41.1481,145.6792,2011
-41.1481,145.6794,2011
-41.5419,145.8239,2011
-41.5517,145.7353,2011
-41.1214,145.7042,2011
-40.9269,145.5750,2011
-41.1767,145.6531,2011
-41.0544,145.2739,2011
-41.1278,145.2975,2011
-41.3956,145.2283,2011
-41.4003,145.2347,2011
-41.4139,145.2383,2011
-41.0847,145.9722,2011
-36.1606,144.2294,2011
-34.0911,146.2189,2011
-34.1464,146.2094,2011
-33.8714,147.3633,2011
-33.8731,147.3664,2011
-34.5506,147.7156,2011
-35.1100,146.7767,2011
-36.1347,146.6136,2011
-37.4278,144.4014,2011
-28.5603,153.4247,2012
-28.4008,153.4525,2012
-28.4033,153.4517,2012
-41.0844,145.9756,2012
-34.7750,150.5322,2012
-34.7800,150.5383,2012
-34.7853,150.5447,2012
-34.7878,150.5544,2012
-34.6828,150.5225,2012
-34.6847,150.4978,2012
-34.6853,150.4917,2012
-34.5928,150.5969,2012
-34.6864,150.4981,2012
-34.7922,150.5658,2012
-34.6172,150.6228,2012
-41.5483,148.0769,2012
-41.5494,148.0792,2012
-41.5600,148.0922,2012
-41.5639,148.1039,2012
-41.6331,148.2181,2012
-41.5625,148.1006,2012
-41.5344,148.1725,2012
-41.1347,146.0656,2012
-41.2864,146.2653,2012
-41.2394,147.0303,2012
-41.2406,147.0314,2012
-41.5611,147.1431,2012
-41.5644,147.1450,2012
-41.3528,146.0736,2012
-40.9242,145.5669,2012
-42.7278,147.8406,2012
-42.7319,147.8367,2012
-42.7086,147.8406,2012
-31.8486,148.5806,2012
-31.2228,148.2078,2012
-31.2725,149.0758,2012
-31.8786,149.0881,2012
-31.7278,148.9011,2012
-31.2925,149.0403,2012
-31.3586,148.9364,2012
-31.3594,148.9425,2012
-23.1808,150.7939,2013
-23.3267,150.5531,2013
-33.3642,149.8942,2013
-33.3994,149.9061,2013
-33.0147,149.8728,2013
-33.0164,149.8731,2013
-33.1375,150.0619,2013
-33.0164,149.8767,2013
-32.8561,150.2331,2013
-33.4031,150.1975,2013
-33.4267,150.1997,2013
-41.1619,146.4381,2013
-41.6431,148.0111,2013
-41.6433,148.0122,2013
-41.6111,147.9300,2013
-41.6300,147.9475,2013
-41.6272,147.8003,2013
-41.6275,147.8200,2013
-41.6314,147.8389,2013
-41.5400,148.0808,2013
-41.5347,148.0778,2013
-41.5258,148.0981,2013
-41.5567,148.0750,2013
-41.5328,148.0506,2013
-41.5336,148.0589,2013
-41.6222,148.0194,2013
-41.6278,148.0400,2013
-41.6289,148.0272,2013
-41.6308,148.0472,2013
-41.6347,148.0583,2013
-41.6442,148.0617,2013
-41.5644,148.0067,2013
-41.5767,148.0056,2013
-41.5758,147.9514,2013
-41.5781,147.9711,2013
-41.4625,148.1489,2013
-41.4700,148.1333,2013
-41.4953,148.1281,2013
-41.5283,148.1475,2013
-41.5369,148.1853,2013
-41.5278,148.1739,2013
-41.5056,148.1072,2013
-41.5169,148.0906,2013
-41.4075,148.2361,2013
-41.5475,148.0789,2013
-41.5547,148.1503,2013
-41.5653,148.1400,2013
-41.5661,148.1408,2013
-41.5647,148.1058,2013
-41.5719,148.1006,2013
-35.2450,139.1419,2013
-34.7608,142.3436,2013
-41.6458,147.7675,2013
-41.6461,147.7694,2013
-41.6464,147.7717,2013
-41.6472,147.7775,2013
-41.6200,147.7681,2013
-41.6206,147.7586,2013
-41.6206,147.7636,2013
-41.6206,147.7711,2013
-41.6217,147.7528,2013
-41.6225,147.7722,2013
-41.6231,147.7494,2013
-41.6236,147.7458,2013
-41.6236,147.7481,2013
-41.6278,147.7731,2013
-41.6353,147.7447,2013
-38.3228,145.6158,2013
-38.3819,145.5731,2013
-38.8325,145.9972,2013
-38.8358,146.0003,2013
-33.6408,150.2822,2013
-33.6458,150.2825,2013
-41.1694,146.0550,2014
-42.1306,147.0681,2014
-42.1092,147.2431,2014
-42.1250,147.2731,2014
-41.4892,147.9875,2014
-41.4933,147.9950,2014
-41.4967,147.9950,2014
-41.7064,147.8319,2014
-30.0508,151.3258,2014
-30.4672,151.3722,2014
-30.2839,152.0783,2014
-30.4794,152.3047,2014
-30.4872,152.4031,2014
-30.5475,151.7678,2014
-30.5742,151.8847,2014
-30.5969,151.8036,2014
-40.7906,144.9008,2014
-40.7889,147.9825,2014
-40.8731,147.7564,2014
-41.5133,148.0194,2014
-41.5206,148.0300,2014
-41.5597,148.0917,2014
-41.5161,148.0358,2014
-41.4417,147.0800,2014
-41.4431,147.0928,2014
-41.4467,147.0961,2014
-41.4478,147.0947,2014
-41.4864,147.0769,2014
-41.4886,147.0772,2014
-41.4900,147.0775,2014
-41.4828,146.8292,2014
-41.4781,146.8350,2014
-41.5000,146.7439,2014
-41.5014,146.7425,2014
-41.4367,147.0939,2014
-41.4422,147.0883,2014
-41.4894,147.0631,2014
-41.4972,147.0639,2014
-41.4989,147.0569,2014
-42.2554,146.4758,2014
-42.2867,146.4569,2014
-41.9483,147.8742,2014
-42.0042,147.8517,2014
-42.0156,147.9278,2014
-41.6406,148.2417,2014
-41.6240,148.2556,2014
-41.5608,148.0950,2014
-41.5344,148.1756,2014
-41.3222,148.1319,2014
-41.2606,148.0394,2014
-41.2245,147.9689,2014
-41.3083,147.9389,2014
-41.3214,147.9247,2014
-41.5747,147.2372,2014
-41.4569,147.1369,2014
-40.8308,147.6683,2014
-37.2028,145.1789,2014
